index,ok,track_id,url,duration_str,duration,title,score,view_count,genre,num_mixes,genre_counts
1,x,gCYcHz2k5x0,https://youtu.be/gCYcHz2k5x0,3:12,192,Martin Garrix - Animals (Official Video),0.3928,"1,610,630,676",Progressive House,7,"[('Progressive House', 4.83), ('House', 1.0), ('Hip Hop', 0.5), ('Trance', 0.33), ('Progressive Trance', 0.33)]"
2,v,kfJQCu-Jbec,https://youtu.be/kfJQCu-Jbec,7:10,430,Jack Master - Bang The Box (Slam Remix),0.2612,"1,026,918",Techno,17,"[('Techno', 11.5), ('Tech House', 4.5), ('House', 0.5)]"
3,v,ok73_lsY1HI,https://youtu.be/ok73_lsY1HI,9:03,543,Slam feat Mr V. - Take You There,0.2469,"660,994",Techno,16,"[('Techno', 12.0), ('Tech House', 3.5), ('House', 0.5)]"
4,v,0EWbonj7f18,https://youtu.be/0EWbonj7f18,3:56,236,DVBBS & Borgeous - TSUNAMI (Original Mix),0.2386,"545,021,785",Progressive House,8,"[('Progressive House', 7.0), ('House', 0.5), ('Progressive Trance', 0.5)]"
5,v,81Gq3qJ0azM,https://youtu.be/81Gq3qJ0azM,6:21,381,Digital & Spirit - Phantom Force,0.2009,"89,145",Drum & Bass,13,"[('Drum & Bass', 13.0)]"
6,v,gmYZV8vZAHk,https://youtu.be/gmYZV8vZAHk,7:09,429,Mark Reeve - Run Back (Original Mix) [DRUMCODE],0.1846,"245,035",Techno,12,"[('Techno', 7.33), ('Tech House', 3.83), ('House', 0.83)]"
7,v,oH2byxPMB28,https://youtu.be/oH2byxPMB28,5:59,359,Digital - Deadline,0.1845,"31,435",Drum & Bass,12,"[('Drum & Bass', 12.0)]"
8,x,2hC5ZmmCldc,https://youtu.be/2hC5ZmmCldc,3:27,207,Ninetoes - Finder (Original),0.1690,"5,610,004",House,11,"[('House', 6.33), ('Tech House', 2.0), ('Progressive House', 1.0), ('Disco', 1.0), ('Deep House', 0.33), ('Vocal House', 0.33)]"
9,v,ALsHox5sYCk,https://youtu.be/ALsHox5sYCk,5:51,351,Joey Beltram - Energy Flash  -  R&S Records Classics,0.1683,"3,118,706",Tech House,11,"[('Tech House', 3.0), ('Techno', 2.0), ('House (Old School)', 1.83), ('House', 1.0), ('Deep Tech House', 1.0), ('Progressive House', 0.5), ('Rave', 0.5), ('Breakbeat', 0.5), ('Deep House', 0.33), ('Disco', 0.33)]"
10,v,KIGXGkzjAoc,https://youtu.be/KIGXGkzjAoc,7:05,425,Bad Company - The Nine,0.1678,"1,223,853",Drum & Bass,11,"[('Drum & Bass', 11.0)]"
11,v,Z8NokNkrlOQ,https://youtu.be/Z8NokNkrlOQ,7:04,424,"Ed Rush, Optical & Fierce - Alien Girl HD",0.1676,"437,428",Drum & Bass,11,"[('Drum & Bass', 10.0), ('Techno', 1.0)]"
12,x,pT2fxAMPRYs,https://youtu.be/pT2fxAMPRYs,3:45,225,Bjarki - I Wanna Go Bang (Official Music Video),0.1676,"347,471",Techno,11,"[('Techno', 5.75), ('Tech House', 1.75), ('Deep House', 1.0), ('House', 0.75), ('Acid', 0.5), ('Minimal', 0.25)]"
13,v,aU6z-pPEmY0,https://youtu.be/aU6z-pPEmY0,8:23,503,Adam Beyer & Bart Skils - Your Mind [Drumcode],0.1528,"11,296,651",Techno,10,"[('Techno', 8.0), ('Tech House', 1.0), ('House', 0.5), ('Progressive House', 0.5)]"
14,x,KnL2RJZTdA4,https://youtu.be/KnL2RJZTdA4,3:37,217,Martin Garrix & Jay Hardway - Wizard (Official Music Video),0.1521,"239,891,199",Progressive House,7,"[('Progressive House', 6.0), ('Trance', 0.5), ('Progressive Trance', 0.5)]"
15,v,G8uDFn-8ZXg,https://youtu.be/G8uDFn-8ZXg,7:22,442,Tale Of Us - Silent Space,0.1499,"585,837",Techno,10,"[('Techno', 3.0), ('House', 2.5), ('Tech House', 2.33), ('Deep Tech House', 1.0), ('Deep House', 0.83), ('Minimal', 0.33)]"
16,v,xoWVjBqlPJk,https://youtu.be/xoWVjBqlPJk,6:09,369,Deniz Koyu - Ruby (Original),0.1499,"583,282",Progressive House,10,"[('Progressive House', 7.0), ('Progressive Trance', 1.5), ('Trance', 1.0), ('House', 0.5)]"
17,v,mpHGwyf2qpA,https://youtu.be/mpHGwyf2qpA,6:49,409,Enrico Sangiuliano - Ghettoblaster [Drumcode],0.1499,"534,218",Techno,10,"[('Techno', 6.5), ('Tech House', 3.0), ('Trance', 0.5)]"
18,v,4fzMzAejqSs,https://youtu.be/4fzMzAejqSs,7:46,466,PLASTIC BOY - Silver Bath,0.1498,"252,687",Trance,10,"[('Trance', 8.0)]"
19,v,5WvMql1Ejzs,https://youtu.be/5WvMql1Ejzs,8:45,525,Secret Cinema & Egbert -  Maximaal - Drumcode - DC159,0.1498,"246,821",Tech House,10,"[('Tech House', 4.0), ('Techno', 3.25), ('Trance', 1.33), ('Progressive House', 1.17), ('Progressive Trance', 0.25)]"
20,v,knZ9EBa7Bj0,https://youtu.be/knZ9EBa7Bj0,7:01,421,Clouds - Complete Control (Slam Remix),0.1498,"183,331",Techno,10,"[('Techno', 8.5), ('Tech House', 0.5), ('Minimal', 0.5), ('Industrial', 0.5)]"
21,v,OWvkis2BwG8,https://youtu.be/OWvkis2BwG8,9:10,550,Doc Scott - Drumz '95 (Nasty Habits remix),0.1498,"55,793",Drum & Bass,10,"[('Drum & Bass', 9.0), ('Dubstep', 0.33), ('Electro', 0.33), ('Jungle', 0.33)]"
22,v,fYvKekvn6Lw,https://youtu.be/fYvKekvn6Lw,7:09,429,Mark Reeve - New Path - Truesoul - TRUE1294,0.1498,"50,281",Tech House,10,"[('Techno', 4.67), ('Tech House', 4.67), ('Trance', 0.67)]"
23,v,tVfsb_c3gzQ,https://youtu.be/tVfsb_c3gzQ,7:32,452,Slam - Functional,0.1498,"47,165",Techno,10,"[('Techno', 6.17), ('Tech House', 3.17), ('House', 0.67)]"
24,v,6hxfeHQeHJM,https://youtu.be/6hxfeHQeHJM,5:03,303,Stoneface & Terminal - Keep Going [Extended] OUT NOW,0.1498,"10,489",Trance,10,"[('Trance', 4.58), ('House', 2.0), ('Progressive Trance', 1.92), ('Progressive House', 0.92), ('Psytrance', 0.33), ('Tech House', 0.25)]"
25,x,EWtEQ0EU1Qg,https://youtu.be/EWtEQ0EU1Qg,4:23,263,Julian Jeweil - MARS,0.1498,"8,550",Techno,10,"[('Techno', 7.83), ('Tech House', 1.83), ('Progressive House', 0.33)]"
26,v,-DWkf03g4Gc,https://youtu.be/-DWkf03g4Gc,7:31,451,GusGus - Crossfade (Maceo Plex Mix),0.1321,"2,992,974",House,9,"[('House', 4.75), ('Tech House', 1.75), ('Progressive House', 1.5), ('Deep House', 0.5), ('Disco', 0.25), ('House (Old School)', 0.25)]"
27,v,ViOF32yjtzE,https://youtu.be/ViOF32yjtzE,6:46,406,Sam Paganini - Rave (Original Mix),0.1320,"2,674,581",Tech House,9,"[('Tech House', 4.33), ('Techno', 3.83), ('Minimal', 0.5), ('Progressive House', 0.33)]"
28,v,0rlRnwgQric,https://youtu.be/0rlRnwgQric,6:45,405,Slam - Make You Move,0.1315,"724,745",Tech House,9,"[('Techno', 4.0), ('Tech House', 4.0), ('House', 1.0)]"
29,v,P_FU6Ue_-nc,https://youtu.be/P_FU6Ue_-nc,6:38,398,Simon Patterson & Magnus - Evoke (Extended Mix),0.1314,"551,320",Trance,9,"[('Trance', 4.67), ('Tech House', 1.17), ('House', 1.0), ('Progressive Trance', 0.83), ('Psytrance', 0.67), ('Techno', 0.33), ('Progressive House', 0.33)]"
30,v,s0y9RbQYP3s,https://youtu.be/s0y9RbQYP3s,7:11,431,Bad Company - Planet Dust,0.1314,"549,586",Drum & Bass,9,"[('Drum & Bass', 9.0)]"
31,v,4T8knUdniJI,https://youtu.be/4T8knUdniJI,8:49,529,Josh Wink - Talking To You (Original Mix),0.1313,"262,131",Tech House,9,"[('Tech House', 4.0), ('House', 3.5), ('Techno', 1.5)]"
32,v,HcHV3efWSZ0,https://youtu.be/HcHV3efWSZ0,8:50,530,Cirez D - Backlash (Original Mix) [Mouseville],0.1313,"228,834",Tech House,9,"[('Tech House', 2.92), ('Techno', 2.08), ('Trance', 1.58), ('House', 1.17), ('Psytrance', 0.67), ('Progressive House', 0.58)]"
33,v,1EGt9yXXfbg,https://youtu.be/1EGt9yXXfbg,6:42,402,Ed Rush & Optical - Medicine (Matrix Remix) (1998),0.1313,"114,462",Drum & Bass,9,"[('Drum & Bass', 9.0)]"
34,v,tnGwYrydmLk,https://youtu.be/tnGwYrydmLk,6:55,415,Jel Ford - Overcast (Original Mix) [DRUMCODE],0.1313,"85,534",Tech House,9,"[('Tech House', 4.83), ('Techno', 2.33), ('House', 1.33), ('Progressive House', 0.5)]"
35,v,mELm6yLZw-E,https://youtu.be/mELm6yLZw-E,5:54,354,Pig&Dan - Growler (Original Mix),0.1313,"75,000",Tech House,9,"[('Tech House', 5.0), ('House', 2.0), ('Progressive House', 1.5), ('Deep House', 0.5)]"
36,v,YfZobz5-wUs,https://youtu.be/YfZobz5-wUs,6:58,418,Eric Sneo - Out of Step [Tronic],0.1313,"25,168",Tech House,9,"[('Tech House', 5.5), ('Techno', 2.5), ('House', 1.0)]"
37,v,KSjIH0IPaP4,https://youtu.be/KSjIH0IPaP4,6:52,412,Sound Associates – Boombox (Len Faki Edit) [FIGURE57],0.1313,"19,368",Techno,9,"[('Techno', 7.0), ('Tech House', 1.5), ('House', 0.5)]"
38,v,P7RMcVV9mQ0,https://youtu.be/P7RMcVV9mQ0,6:34,394,Adam F - Metropolis (2017 Remaster),0.1313,"13,843",Drum & Bass,9,"[('Drum & Bass', 7.5), ('House', 0.5), ('Jungle', 0.5)]"
39,v,YlEcriBkH7c,https://youtu.be/YlEcriBkH7c,6:46,406,Frank Biazzi - Transition [Tronic],0.1313,"9,337",Techno,9,"[('Techno', 7.0), ('Tech House', 2.0)]"
40,v,XiTQYAFQ6gw,https://youtu.be/XiTQYAFQ6gw,7:40,460,Kemal + Rob Data - Konspiracy [HQ],0.1313,"6,603",Drum & Bass,9,"[('Drum & Bass', 9.0)]"
41,v,5IrHzrg4qdQ,https://youtu.be/5IrHzrg4qdQ,6:24,384,Ben Klock - Subzero,0.1160,"15,138,474",Techno,8,"[('Techno', 3.83), ('Tech House', 2.5), ('House', 0.5), ('Acid', 0.5), ('Progressive House', 0.33), ('Acid Techno', 0.33)]"
42,v,b2RcZQNMy5s,https://youtu.be/b2RcZQNMy5s,7:21,441,Maceo Plex - Conjure Dreams [Drumcode],0.1157,"13,943,837",Tech House,8,"[('Tech House', 3.5), ('Techno', 2.0), ('House', 1.83), ('Deep Tech House', 0.33), ('Minimal', 0.33)]"
43,v,_o-XIryB2gg,https://youtu.be/_o-XIryB2gg,5:32,332,"Dimitri Vegas, MOGUAI & Like Mike - Mammoth (Original Mix)",0.1145,"171,195,236",Progressive House,6,"[('Progressive House', 4.5), ('House', 1.0), ('Progressive Trance', 0.5)]"
44,v,P6GmT-WJR_k,https://youtu.be/P6GmT-WJR_k,5:50,350,Dimitri Vangelis & Wyman X Steve Angello - Payback (Original Mix),0.1143,"8,547,575",Progressive House,8,"[('Progressive House', 3.83), ('Progressive Trance', 2.0), ('Trance', 1.5), ('House', 0.67)]"
45,x,7ZMZHbAKvGA,https://youtu.be/7ZMZHbAKvGA,4:30,270,Ferry Corsten presents Gouryella - Anahera [Official Music Video],0.1135,"5,846,871",Progressive Trance,8,"[('Trance', 3.33), ('Progressive Trance', 3.33), ('Progressive House', 0.5), ('Psytrance', 0.5), ('House', 0.33)]"
46,v,OlLC6Xwgikc,https://youtu.be/OlLC6Xwgikc,9:00,540,Pan-Pot - Sleepless (Stephan Bodzin Remix),0.1131,"4,319,348",Tech House,8,"[('Tech House', 2.83), ('House', 2.5), ('Deep Tech House', 1.5), ('Deep House', 0.83), ('Minimal', 0.33)]"
47,v,RpZVPSCv79U,https://youtu.be/RpZVPSCv79U,5:22,322,LFO - LFO (Leeds warehouse mix),0.1130,"3,794,282",Tech House,8,"[('Techno', 2.5), ('Tech House', 2.5), ('House (Old School)', 1.5), ('Electro', 0.5), ('Acid', 0.5)]"
48,v,3A2Hpl1f-EU,https://youtu.be/3A2Hpl1f-EU,5:06,306,Dimitri Vegas &  Like Mike - Wakanda (Original Mix),0.1125,"1,806,577",Progressive House,8,"[('Progressive House', 6.5), ('House', 0.5), ('Trance', 0.5)]"
49,v,53e22zAb6oY,https://youtu.be/53e22zAb6oY,6:09,369,Sander van Doorn - Get Enough (Original Mix),0.1122,"692,621",Progressive House,8,"[('Progressive House', 6.0), ('Progressive Trance', 1.5), ('Trance', 0.5)]"
50,v,lmaglemvltY,https://youtu.be/lmaglemvltY,5:50,350,Moderat - Bad Kingdom (Marcel Dettmann remix),0.1122,"663,965",Techno,8,"[('Techno', 2.83), ('Tech House', 2.33), ('House', 1.33), ('Deep Tech House', 1.0), ('Deep House', 0.5)]"
51,v,R2m2h3NgQYk,https://youtu.be/R2m2h3NgQYk,8:54,534,Pryda - Power Drive (Original Mix),0.1121,"631,032",Progressive House,8,"[('Progressive House', 4.0), ('House', 1.33), ('Trance', 1.33), ('Progressive Trance', 1.0)]"
52,v,SB5h5Z8peDs,https://youtu.be/SB5h5Z8peDs,6:08,368,Dave Clark RED. 2 Wisdom to the Wise,0.1121,"572,186",Techno,8,"[('Techno', 4.5), ('Tech House', 1.0), ('Trance', 1.0), ('Rave', 0.25), ('Acid', 0.25), ('Acid Techno', 0.25), ('Hard Trance', 0.25)]"
53,v,yRBJDJx_sjg,https://youtu.be/yRBJDJx_sjg,7:19,439,Floorplan - Never Grow Old,0.1121,"451,997",House,8,"[('House', 3.33), ('Techno', 2.0), ('Tech House', 1.83), ('Detroit Techno', 0.5), ('Deep House', 0.33)]"
54,v,2Jvorjp-JyY,https://youtu.be/2Jvorjp-JyY,7:30,450,The Yard Man,0.1121,"334,155",Techno,8,"[('Techno', 4.5), ('Progressive House', 1.5), ('Tech House', 1.0), ('House', 1.0)]"
55,v,i2UA0VG-wms,https://youtu.be/i2UA0VG-wms,6:11,371,Dillinja - Silver Blade (Music Video),0.1120,"279,329",Drum & Bass,8,"[('Drum & Bass', 7.5)]"
56,v,Ior0a1Bs6ew,https://youtu.be/Ior0a1Bs6ew,7:11,431,Recondite - DRGN2 [HFT035] [Official Audio],0.1120,"268,464",Techno,8,"[('Techno', 4.0), ('Tech House', 2.5), ('House', 1.5)]"
57,v,TeMjNrlA1x0,https://youtu.be/TeMjNrlA1x0,6:02,362,Joseph Capriati - Awake (Julian Jeweil Remix) [DRUMCODE],0.1120,"250,264",Tech House,8,"[('Tech House', 4.33), ('Techno', 1.5), ('House', 1.0), ('Progressive House', 0.83), ('Trance', 0.33)]"
58,v,1_wch3D4xQo,https://youtu.be/1_wch3D4xQo,6:04,364,Wehbba - Catarse - Drumcode - DC192,0.1120,"233,730",Techno,8,"[('Techno', 7.5), ('Tech House', 0.5)]"
59,v,I2olHhbvm5E,https://youtu.be/I2olHhbvm5E,6:04,364,Rachel Row - Follow The Step (KiNK Beat Mix),0.1120,"184,191",House,8,"[('House', 4.5), ('Deep House', 1.5), ('Tech House', 1.0), ('Progressive House', 1.0)]"
60,v,tq5dvEYlxKw,https://youtu.be/tq5dvEYlxKw,9:12,552,Will Atkinson - Subconscious,0.1120,"161,694",Trance,8,"[('Trance', 3.25), ('Progressive Trance', 1.5), ('Tech House', 1.25), ('Progressive House', 1.25), ('Psytrance', 0.5), ('Techno', 0.25)]"
61,v,dINT0L6Y8GU,https://youtu.be/dINT0L6Y8GU,5:49,349,Wehbba — Third Wave — Drumcode — DC202,0.1120,"146,228",Techno,8,"[('Techno', 5.17), ('Tech House', 1.33), ('Progressive House', 1.17), ('House', 0.33)]"
62,v,Nx4e9sifceI,https://youtu.be/Nx4e9sifceI,7:21,441,Q-Project - Champion Sound (Bad Company Remix),0.1120,"73,605",Drum & Bass,8,"[('Drum & Bass', 8.0)]"
63,x,DUh40cJyWGg,https://youtu.be/DUh40cJyWGg,4:40,280,"Radio Slave ""Repeat Myself"" (Rødhåd Remix) Work Them Records 2014",0.1120,"64,269",Techno,8,"[('Techno', 4.0), ('Tech House', 2.5), ('House', 1.0)]"
64,v,hzIFjGcOKbg,https://youtu.be/hzIFjGcOKbg,7:53,473,Konflict - The Beckoning HQ,0.1120,"62,863",Drum & Bass,8,"[('Drum & Bass', 7.5), ('Dubstep', 0.5)]"
65,v,NB82U9pLhAY,https://youtu.be/NB82U9pLhAY,6:07,367,Wots My Code - Dubplate (Total Science Remix) (HQ),0.1120,"40,007",Drum & Bass,8,"[('Drum & Bass', 7.0), ('Jungle', 1.0)]"
66,x,McHfTlXc8XU,https://youtu.be/McHfTlXc8XU,3:56,236,HL028A - Capone - Friday,0.1120,"25,860",Drum & Bass,8,"[('Drum & Bass', 7.0), ('House', 0.5)]"
67,v,T2canrrYLS0,https://youtu.be/T2canrrYLS0,7:27,447,Ram Trilogy - Titan - #RamRewind,0.1120,"21,257",Drum & Bass,8,"[('Drum & Bass', 8.0)]"
68,v,n9pV78GwLmU,https://youtu.be/n9pV78GwLmU,5:57,357,Dj 3000 - Take Me Away (Truncate remix) [MT090],0.1120,"11,813",Techno,8,"[('Techno', 3.17), ('Tech House', 2.17), ('House', 1.0), ('Detroit Techno', 0.83), ('Electro', 0.5), ('Deep Tech House', 0.33)]"
69,v,XMYVReX228Y,https://youtu.be/XMYVReX228Y,6:14,374,Loco & Jam - When The Sun Came Up (Arjun Vagale Remix) [Transmit Recordings],0.1120,"10,189",Techno,8,"[('Techno', 5.17), ('Tech House', 2.17), ('Trance', 0.67)]"
70,v,cNsTFXe_xEE,https://youtu.be/cNsTFXe_xEE,6:20,380,DJ Red & Earth People - Ride,0.1120,"5,702",Drum & Bass,8,"[('Drum & Bass', 8.0)]"
71,v,wzHFZlPSa8k,https://youtu.be/wzHFZlPSa8k,4:56,296,FD - Change Please - Spearhead Records,0.1120,"3,497",Drum & Bass,8,"[('Drum & Bass', 8.0)]"
72,v,QrUOw9Kl1zY,https://youtu.be/QrUOw9Kl1zY,5:51,351,Gary Beck - Grounded | Techno Station,0.1120,867,Techno,8,"[('Techno', 5.0), ('Tech House', 2.5), ('House', 0.5)]"
73,v,UV9Zi9rUHx8,https://youtu.be/UV9Zi9rUHx8,6:38,398,Green Velvet - Bigger Than Prince (Hot Since 82 Remix),0.0934,"6,151,214",House,7,"[('House', 4.17), ('Tech House', 1.5), ('Deep House', 0.67), ('Vocal House', 0.33)]"
74,v,fdAAVJZXoYM,https://youtu.be/fdAAVJZXoYM,6:19,379,'Forget' - Patrick Topping,0.0932,"5,249,466",House,7,"[('House', 4.83), ('Tech House', 1.0), ('Progressive House', 0.5), ('Deep House', 0.33), ('Vocal House', 0.33)]"
75,v,wl5nO5kLk6M,https://youtu.be/wl5nO5kLk6M,6:57,417,Traumer - Hoodlum [DESOLAT038],0.0929,"4,022,017",House,7,"[('House', 5.33), ('Tech House', 0.83), ('Minimal', 0.5), ('Deep House', 0.33)]"
76,v,CuFnTteG92c,https://youtu.be/CuFnTteG92c,7:10,430,Orjan Nilsen - Violetta (Original Mix),0.0925,"2,819,191",Progressive Trance,7,"[('Progressive Trance', 2.83), ('Trance', 2.33), ('Progressive House', 1.83)]"
77,v,fSlT0p5fRRo,https://youtu.be/fSlT0p5fRRo,8:40,520,RAM & Susana - RAMelia (Tribute To Amelia) (Original Mix),0.0924,"2,262,195",Progressive Trance,7,"[('Progressive Trance', 3.33), ('Trance', 2.83), ('Progressive House', 0.83)]"
78,v,Lk5CfLcxB20,https://youtu.be/Lk5CfLcxB20,6:16,376,Ummet Ozcan - Here & Now (Original Mix),0.0923,"2,136,322",Progressive House,7,"[('Progressive House', 5.5), ('House', 0.5), ('Trance', 0.5), ('Progressive Trance', 0.5)]"
79,v,eJcRfjd2wDI,https://youtu.be/eJcRfjd2wDI,7:05,425,Regal - Acid is the Answer [INV014],0.0923,"1,813,840",Techno,7,"[('Techno', 6.5), ('Tech House', 0.5)]"
80,v,xJlntGFGE80,https://youtu.be/xJlntGFGE80,7:53,473,Hinz & Ruhmhardt - Doch (SNDST002),0.0923,"1,810,149",Tech House,7,"[('Techno', 3.0), ('Tech House', 3.0), ('House', 1.0)]"
81,v,wJ-tGZqn8Ws,https://youtu.be/wJ-tGZqn8Ws,6:57,417,Adam Beyer Vs Dense & Pika - Going Down [Drumcode],0.0922,"1,421,723",Techno,7,"[('Techno', 4.0), ('Tech House', 3.0)]"
82,v,iasB8RFJIzo,https://youtu.be/iasB8RFJIzo,7:50,470,Alan Fitzpatrick - In The Beginning (Drumcode) Official Music Video - DC111,0.0921,"1,278,011",Tech House,7,"[('Techno', 3.5), ('Tech House', 3.5)]"
83,x,t3NlTpHiFwg,https://youtu.be/t3NlTpHiFwg,6:37,397,Laurent Garnier Crispy Bacon Live,0.0921,"1,121,564",Tech House,7,"[('Tech House', 3.5), ('Techno', 3.0), ('House', 0.5)]"
84,v,E4dSRpSnPOU,https://youtu.be/E4dSRpSnPOU,8:49,529,Soma - Slam Positive Education,0.0920,"939,094",House,7,"[('House', 2.75), ('Progressive House', 1.67), ('Tech House', 1.08), ('Techno', 0.33), ('Trance', 0.33), ('Disco', 0.25), ('House (Old School)', 0.25)]"
85,v,gDcxCbIzKXA,https://youtu.be/gDcxCbIzKXA,6:04,364,Dusky - Yoohoo,0.0920,"911,202",House,7,"[('House', 5.33), ('Progressive House', 0.83), ('Progressive Trance', 0.83)]"
86,v,exFy7ppnFkA,https://youtu.be/exFy7ppnFkA,6:23,383,ilan Bluestone - 43,0.0920,"801,600",Progressive Trance,7,"[('Progressive Trance', 3.0), ('Progressive House', 2.0), ('House', 1.0), ('Trance', 1.0)]"
87,v,JTev3R73P3Q,https://youtu.be/JTev3R73P3Q,7:18,438,Roberto Capuano - Vertigo (Original Mix) [DRUMCODE],0.0920,"686,917",House,7,"[('House', 3.0), ('Tech House', 2.5), ('Techno', 1.5)]"
88,v,fhgfahfKlH8,https://youtu.be/fhgfahfKlH8,7:22,442,Perc - Look What Your Love Has Done To Me (Perc Trax),0.0919,"652,614",Techno,7,"[('Techno', 5.0), ('Tech House', 1.5), ('Acid Techno', 0.5)]"
89,v,aGi71sC1VDw,https://youtu.be/aGi71sC1VDw,4:56,296,Shadow Child & Doorly - Piano Weapon,0.0919,"607,957",House,7,"[('House', 4.83), ('Tech House', 1.33), ('Disco', 0.5), ('Deep House', 0.33)]"
90,v,0XpYwFKYIec,https://youtu.be/0XpYwFKYIec,5:26,326,Grum - U,0.0919,"583,790",Trance,7,"[('Trance', 1.67), ('Progressive Trance', 1.5), ('Progressive House', 1.33), ('Deep House', 1.17), ('House', 0.83)]"
91,v,8Uwj8mkoEaE,https://youtu.be/8Uwj8mkoEaE,6:59,419,Julian Jeweil - Rolling [Drumcode],0.0919,"582,721",Techno,7,"[('Techno', 4.5), ('Tech House', 1.5), ('Progressive House', 0.5), ('Trance', 0.5)]"
92,v,_GkRezJFuf4,https://youtu.be/_GkRezJFuf4,8:29,509,Butch - Dope,0.0919,"368,740",Tech House,7,"[('Tech House', 2.33), ('House', 2.17), ('Deep House', 1.33), ('Techno', 0.5), ('Minimal', 0.33), ('House (Old School)', 0.33)]"
93,v,MhO7k44x9hk,https://youtu.be/MhO7k44x9hk,10:29,629,Konstantin Sibold - Mutter (Original Mix),0.0919,"308,250",Techno,7,"[('Techno', 2.83), ('Tech House', 2.33), ('House', 1.17), ('Deep Tech House', 0.33), ('Detroit Techno', 0.33)]"
94,v,IzxOHMbye_g,https://youtu.be/IzxOHMbye_g,5:45,345,[MINUSmin2] Tale Of Us - Another Earth (Official Audio),0.0918,"251,469",House,7,"[('House', 4.5), ('Tech House', 1.5), ('Techno', 1.0)]"
95,v,St4P4m8hOlk,https://youtu.be/St4P4m8hOlk,6:51,411,Ed Rush & Optical - Bacteria,0.0918,"226,877",Drum & Bass,7,"[('Drum & Bass', 5.0), ('Techno', 1.0), ('House', 0.5)]"
96,v,PNpXKsge4xM,https://youtu.be/PNpXKsge4xM,4:18,258,Dimension - Crowd Reaction (VIP),0.0918,"201,644",Drum & Bass,7,"[('Drum & Bass', 6.5), ('Jungle', 0.5)]"
97,v,_NRbagWE9us,https://youtu.be/_NRbagWE9us,10:14,614,Ø [Phase] - Perplexed (Rødhåd's Extended Mix) [TOKEN40],0.0918,"198,964",Techno,7,"[('Techno', 5.75), ('Tech House', 0.75), ('House', 0.25)]"
98,v,z_VKMWs2eaI,https://youtu.be/z_VKMWs2eaI,8:01,481,Nasty Habits -- Shadow Boxing (Original),0.0918,"173,131",Drum & Bass,7,"[('Drum & Bass', 7.0)]"
99,v,ZiGcaZlSdnU,https://youtu.be/ZiGcaZlSdnU,7:19,439,Wehbba - Fake - Drumcode - DC178,0.0918,"168,042",Tech House,7,"[('Techno', 3.0), ('Tech House', 3.0), ('House', 0.5), ('Progressive House', 0.5)]"
100,v,TobUplxTDyY,https://youtu.be/TobUplxTDyY,4:47,287,Arty - Patriots,0.0918,"151,146",Progressive House,7,"[('Progressive House', 2.58), ('Progressive Trance', 2.42), ('Trance', 1.42), ('House', 0.58)]"
101,v,coG7pBkiJCc,https://youtu.be/coG7pBkiJCc,7:28,448,Alan Fitzpatrick - For An Endless Night (Jel Ford Remix) - Drumcode - DC140,0.0918,"149,786",Techno,7,"[('Techno', 4.33), ('Tech House', 2.33), ('House', 0.33)]"
102,v,9nOBWxkBHXI,https://youtu.be/9nOBWxkBHXI,7:30,450,Q Project - Champion Sound (Total Science Hardcore Will Never Die Remix),0.0918,"143,434",Drum & Bass,7,"[('Drum & Bass', 7.0)]"
103,v,Xjwv7dlRI5M,https://youtu.be/Xjwv7dlRI5M,7:11,431,Luigi Madonna - Le Ly Land - Drumcode - DC146,0.0918,"140,077",Tech House,7,"[('Tech House', 4.75), ('Techno', 1.75), ('House', 0.25), ('Deep House', 0.25)]"
104,v,QiYXcrWunuo,https://youtu.be/QiYXcrWunuo,6:22,382,Christian Smith - Initiate Sequence (Julian Jeweil Remix) [Tronic],0.0918,"102,222",Tech House,7,"[('Tech House', 3.17), ('Techno', 2.83), ('Trance', 0.67), ('Psytrance', 0.33)]"
105,v,rxDlIiwywV0,https://youtu.be/rxDlIiwywV0,6:31,391,Floorplan - Music,0.0918,"99,128",House,7,"[('House', 3.0), ('Techno', 2.0), ('Tech House', 2.0)]"
106,v,GKr9GrBiMsw,https://youtu.be/GKr9GrBiMsw,6:38,398,Alan Fitzpatrick - Love Siren - Drumcode - DC144,0.0918,"89,410",Techno,7,"[('Techno', 5.0), ('Tech House', 2.0)]"
107,v,xSPIuL63TFw,https://youtu.be/xSPIuL63TFw,11:38,698,Accadia - Into The Dawn (James Holden Remix),0.0918,"71,412",Trance,7,"[('Trance', 6.5), ('Progressive Trance', 0.5)]"
108,v,NZWw0wD3Bwk,https://youtu.be/NZWw0wD3Bwk,7:30,450,The Thrillseekers Pres. Hydra - Affinity (Original Mix),0.0918,"63,091",Trance,7,"[('Trance', 5.0), ('Progressive Trance', 1.25), ('Tech House', 0.25), ('House', 0.25), ('Progressive House', 0.25)]"
109,v,QZiIfv0nmKU,https://youtu.be/QZiIfv0nmKU,7:03,423,Marco Faraone - Boost - Drumcode  - DC154,0.0918,"56,817",Techno,7,"[('Techno', 4.0), ('Tech House', 2.5), ('House', 0.5)]"
110,v,U-YTyWcv1fY,https://youtu.be/U-YTyWcv1fY,4:51,291,DJ Hazard - Air Guitar,0.0918,"44,232",Drum & Bass,7,"[('Drum & Bass', 6.5)]"
