index,ok,track_id,url,duration_str,duration,title,score,view_count,genre,num_mixes,genre_counts
383,v,0Dqov2sflCE,https://youtu.be/0Dqov2sflCE,9:14,554,Solar Stone - Solarcoaster (Midway Mix),0.0484,"189,194",Trance,5,"[('Trance', 3.5), ('Progressive Trance', 1.5)]"
384,v,TFBD2Y7Y7zg,https://youtu.be/TFBD2Y7Y7zg,6:24,384,Green Velvet & The Japanese Popstars - Matter Of Time (Coyu Remix),0.0484,"185,678",Techno,5,"[('Techno', 2.5), ('Tech House', 2.0), ('House', 0.5)]"
385,v,4mDlXfy7K1Y,https://youtu.be/4mDlXfy7K1Y,5:51,351,DJ HMC - Cum On,0.0484,"182,543",Techno,5,"[('Techno', 3.5), ('Acid', 1.0), ('Tech House', 0.5)]"
386,v,vE5Z0Hz3Sb0,https://youtu.be/vE5Z0Hz3Sb0,5:30,330,Luttrell - Generate,0.0484,"177,586",Deep House,5,"[('Deep House', 2.17), ('Trance', 0.92), ('Progressive Trance', 0.92), ('House', 0.75), ('Progressive House', 0.25)]"
387,v,va6P8Va9Njc,https://youtu.be/va6P8Va9Njc,7:13,433,Kemal - Bleed,0.0484,"176,205",Drum & Bass,5,"[('Drum & Bass', 5.0)]"
388,v,9c65qHRj9K8,https://youtu.be/9c65qHRj9K8,7:09,429,Bart Skils - Ocean Drive - Drumcode - DC184,0.0484,"172,796",Techno,5,"[('Techno', 3.0), ('Tech House', 2.0)]"
389,v,mhDMPsgz-6M,https://youtu.be/mhDMPsgz-6M,8:32,512,Enrico Sangiuliano - Hook At The Border (Paride Saraceni Remix) [Tronic],0.0483,"167,124",Tech House,5,"[('Techno', 1.67), ('Tech House', 1.67), ('House', 1.0), ('Trance', 0.33), ('Psytrance', 0.33)]"
390,v,dZ75JIeiFGs,https://youtu.be/dZ75JIeiFGs,6:30,390,Eats Everything - Vertigo,0.0483,"165,550",House,5,"[('House', 3.33), ('Tech House', 1.33), ('Deep House', 0.33)]"
391,v,T3818aWD1v4,https://youtu.be/T3818aWD1v4,5:25,325,Push - Strange World (Andrew Bayer Remix),0.0483,"158,977",Trance,5,"[('Trance', 2.0), ('Progressive Trance', 1.0), ('Psytrance', 1.0), ('House', 0.67), ('Progressive House', 0.33)]"
392,v,9LF6YAbYEPU,https://youtu.be/9LF6YAbYEPU,6:33,393,Nu:Logic - Morning Light,0.0483,"157,591",Drum & Bass,5,"[('Drum & Bass', 5.0)]"
393,v,siCItdnj_6E,https://youtu.be/siCItdnj_6E,6:27,387,Radial - Asiel,0.0483,"157,196",Techno,5,"[('Techno', 3.25), ('Tech House', 0.75), ('Minimal', 0.75), ('House', 0.25)]"
394,v,pU2XJtNSKNI,https://youtu.be/pU2XJtNSKNI,7:33,453,Gery Otis - Jazing - Drumcode - DC129,0.0483,"155,909",Techno,5,"[('Techno', 3.0), ('Tech House', 1.5)]"
395,v,jM8KEfjLpI0,https://youtu.be/jM8KEfjLpI0,6:42,402,Skober - Your Body Must To Move (Original Mix) [Phobiq],0.0483,"154,257",Tech House,5,"[('Tech House', 2.83), ('Techno', 1.83), ('House', 0.33)]"
396,v,XMEdORkINm4,https://youtu.be/XMEdORkINm4,5:41,341,Moving Fusion - Turbulence,0.0483,"150,802",Drum & Bass,5,"[('Drum & Bass', 5.0)]"
397,v,k3uK9ls6G9o,https://youtu.be/k3uK9ls6G9o,9:18,558,Ralphie B. - Massive (Original Mix),0.0483,"148,513",Trance,5,"[('Trance', 4.5)]"
398,v,9CpH_AljPyk,https://youtu.be/9CpH_AljPyk,6:50,410,Cosmic Gate & JES - Yai (Here We Go Again) (Extended Mix),0.0483,"145,545",Trance,5,"[('Trance', 2.0), ('Progressive House', 1.5), ('Progressive Trance', 1.5)]"
399,v,mrbwzOLp1Qs,https://youtu.be/mrbwzOLp1Qs,7:15,435,Christian Smith — Just Close Your Eyes — Drumcode — DC223,0.0483,"141,056",Techno,5,"[('Techno', 4.0), ('House', 0.33), ('Progressive House', 0.33), ('Bassline', 0.33)]"
400,v,LH_15HVH5Yc,https://youtu.be/LH_15HVH5Yc,9:22,562,Cirez D  - Ruby (Original Mix) [MOUSE019],0.0483,"138,623",Progressive House,5,"[('Tech House', 1.33), ('Progressive House', 1.33), ('Progressive Trance', 1.0), ('Techno', 0.5), ('House', 0.5), ('Trance', 0.33)]"
401,v,GKwoghK6B1U,https://youtu.be/GKwoghK6B1U,7:41,461,Curve- falling free  (aphex twin remix),0.0483,"134,538",Techno,5,"[('Techno', 2.33), ('Deep House', 1.0), ('Tech House', 0.5), ('Electro', 0.5), ('IDM', 0.33)]"
402,v,xWwjsuuKgd0,https://youtu.be/xWwjsuuKgd0,7:44,464,Jay Lumen - Pulsar (Original Mix),0.0483,"134,529",Techno,5,"[('Techno', 3.5), ('Tech House', 1.5)]"
403,v,ojYsJi0q6ko,https://youtu.be/ojYsJi0q6ko,6:01,361,Ryme Tyme & Trace - Move VIP,0.0483,"134,298",Drum & Bass,5,"[('Drum & Bass', 5.0)]"
404,v,GFZ7lKGBX1w,https://youtu.be/GFZ7lKGBX1w,5:14,314,NEW_ID - Aerogames (Original),0.0483,"125,920",Progressive House,5,"[('Progressive House', 2.5), ('Progressive Trance', 1.33), ('Trance', 0.83), ('House', 0.33)]"
405,v,4AoAYffVS58,https://youtu.be/4AoAYffVS58,6:56,416,D-Unity - Our House (Original Mix) [UNITY RECORDS],0.0483,"122,747",Techno,5,"[('Techno', 2.5), ('Tech House', 1.5), ('Progressive House', 1.0)]"
406,v,4fpJXbb92IA,https://youtu.be/4fpJXbb92IA,6:34,394,Moonwalk - Orbital (Original Mix) [Diynamic],0.0483,"120,504",House,5,"[('House', 2.0), ('Tech House', 1.5), ('Deep Tech House', 1.0), ('Techno', 0.5)]"
407,v,ulHsmCb8Q1w,https://youtu.be/ulHsmCb8Q1w,6:34,394,Raumakustik - Panther (Format:B Remix),0.0483,"120,296",House,5,"[('House', 4.0), ('Techno', 0.5), ('Tech House', 0.5)]"
408,v,FNXBv3JycDg,https://youtu.be/FNXBv3JycDg,5:30,330,dBridge & Vegas - True Romance,0.0483,"119,128",Drum & Bass,5,"[('Drum & Bass', 4.5), ('Dubstep', 0.5)]"
409,v,2EF1TQGKepE,https://youtu.be/2EF1TQGKepE,7:53,473,Bart Skils - Lost Boys - Drumcode - DC143,0.0483,"117,695",Tech House,5,"[('Tech House', 3.0), ('Techno', 1.5), ('House', 0.5)]"
410,v,P0oRUQZnZNE,https://youtu.be/P0oRUQZnZNE,7:14,434,Amotik - Solah [AMTK005],0.0483,"117,005",Techno,5,"[('Techno', 5.0)]"
411,v,rjEG-YIUdEA,https://youtu.be/rjEG-YIUdEA,7:52,472,Adam Port - Black Noise (Original Mix) Cocoon Compilation L,0.0483,"115,979",House,5,"[('Tech House', 2.0), ('House', 2.0), ('Techno', 0.5), ('Progressive House', 0.5)]"
412,v,k7ylkq46CeE,https://youtu.be/k7ylkq46CeE,6:24,384,Audion - Mouth to Mouth (Dense & Pika Remix),0.0483,"115,592",Tech House,5,"[('Techno', 2.0), ('Tech House', 2.0), ('House', 1.0)]"
413,v,HeN7ACepvYU,https://youtu.be/HeN7ACepvYU,8:02,482,Luca Agnelli - Phoenix - Drumcode - DC159,0.0483,"110,128",Techno,5,"[('Techno', 3.5), ('Tech House', 1.0), ('Trance', 0.5)]"
414,v,17Sml-4fdwo,https://youtu.be/17Sml-4fdwo,8:02,482,Emmanuel Top - Acid Phase (Timmo Rework),0.0483,"107,871",Techno,5,"[('Techno', 3.5), ('Tech House', 1.5)]"
415,v,u5bJ_WZyuus,https://youtu.be/u5bJ_WZyuus,5:29,329,Stephan Hinz & Philipp Ruhmhardt - Hak,0.0483,"106,738",Techno,5,"[('Techno', 2.83), ('Tech House', 1.83), ('House', 0.33)]"
416,v,7Kswlubej2I,https://youtu.be/7Kswlubej2I,7:27,447,Kevin de Vries - Eternity - Drumcode - DC159,0.0483,"105,005",Techno,5,"[('Techno', 3.5), ('Tech House', 1.5)]"
417,v,-Q91aDx8A2k,https://youtu.be/-Q91aDx8A2k,6:51,411,Third Party - Alive (Out Now),0.0483,"101,360",Progressive House,5,"[('Progressive House', 1.83), ('Progressive Trance', 1.33), ('Tech House', 1.0), ('Trance', 0.5), ('Deep House', 0.33)]"
418,x,pj2VHDOOEvA,https://youtu.be/pj2VHDOOEvA,4:17,257,Greg Downey & Bo Bruce - These Hands I Hold (Sean Tyas Remix),0.0483,"93,919",Progressive Trance,5,"[('Trance', 2.17), ('Progressive Trance', 2.17), ('House', 0.33), ('Progressive House', 0.33)]"
419,v,3WYF4Laa1CA,https://youtu.be/3WYF4Laa1CA,8:29,509,Heiko Laux - Dry Me,0.0483,"93,494",Tech House,5,"[('Tech House', 1.5), ('Techno', 1.0), ('House', 1.0), ('Deep Tech House', 0.5), ('Detroit Techno', 0.5), ('Dub Techno', 0.5)]"
420,v,jUO9_QYB3U8,https://youtu.be/jUO9_QYB3U8,7:14,434,Joris Voorn - Esquape (Original Mix) [Green],0.0483,"93,082",Tech House,5,"[('Tech House', 1.5), ('Trance', 1.33), ('Techno', 0.83), ('Psytrance', 0.67), ('House', 0.33), ('Progressive Trance', 0.33)]"
421,v,9lOZH2UsJIQ,https://youtu.be/9lOZH2UsJIQ,4:06,246,Wilkinson - Perforation,0.0483,"92,308",Drum & Bass,5,"[('Drum & Bass', 3.5), ('Dubstep', 1.0)]"
422,v,cJb4Ohj_d2o,https://youtu.be/cJb4Ohj_d2o,7:55,475,Delia Gonzalez & Gavin Russom - Relevee (Carl Craig Remix/Slam Remake),0.0483,"89,232",Techno,5,"[('Techno', 2.67), ('Tech House', 1.17), ('Progressive House', 0.67), ('House', 0.5)]"
423,v,STkTMvMyFn0,https://youtu.be/STkTMvMyFn0,6:14,374,Marc Marzenit - Perron (Wehbba Remix),0.0483,"87,176",Tech House,5,"[('Tech House', 4.0), ('House', 1.0)]"
424,v,OSJoQJv1h_A,https://youtu.be/OSJoQJv1h_A,6:55,415,Layton Giordani - Secrets Of Vibration - Drumcode - DC180,0.0483,"85,452",Techno,5,"[('Techno', 4.0), ('Tech House', 0.5), ('Progressive House', 0.5)]"
425,v,RRfCpREuV3c,https://youtu.be/RRfCpREuV3c,7:30,450,PureNRG - Scarlett,0.0483,"85,329",Trance,5,"[('Trance', 4.0), ('Progressive Trance', 1.0)]"
426,v,_gmfYsa2yrc,https://youtu.be/_gmfYsa2yrc,7:24,444,Pig&Dan - Ukraine - Drumcode - DC165,0.0483,"83,981",Techno,5,"[('Techno', 3.5), ('Tech House', 1.5)]"
427,v,Hom-a_DT3yk,https://youtu.be/Hom-a_DT3yk,6:16,376,Dosem - Message (Original Mix),0.0483,"81,373",House,5,"[('House', 2.83), ('Tech House', 1.5), ('Trance', 0.33), ('Progressive Trance', 0.33)]"
428,v,r6Fnli6ywhM,https://youtu.be/r6Fnli6ywhM,6:40,400,Green Velvet & Gene Farris - Galaxie,0.0483,"81,339",House,5,"[('Tech House', 1.5), ('House', 1.5), ('Techno', 1.0), ('Progressive House', 1.0)]"
429,v,5jxRNG4WqgM,https://youtu.be/5jxRNG4WqgM,9:15,555,James Holden & Thompson - Nothing (93 Returning Mix),0.0483,"79,846",Trance,5,"[('Trance', 3.0), ('Progressive Trance', 2.0)]"
430,v,g6FcqRO233s,https://youtu.be/g6FcqRO233s,6:37,397,J. Majik feat Kathy Brown - Love Is Not A Game (Original Mix),0.0483,"79,706",Drum & Bass,5,"[('Drum & Bass', 5.0)]"
431,v,zgzHkOYt3ec,https://youtu.be/zgzHkOYt3ec,9:12,552,Iio - Rapture (Armin Van Buuren Remix),0.0483,"78,646",Trance,5,"[('Trance', 5.0)]"
432,v,_1Zdkz7wv3M,https://youtu.be/_1Zdkz7wv3M,6:40,400,Matrixxman & Setaoc Mass - Vortex [FIGURE087],0.0483,"76,934",Techno,5,"[('Techno', 3.5), ('Tech House', 1.0), ('House', 0.5)]"
433,v,7gW2xfv41s4,https://youtu.be/7gW2xfv41s4,6:03,363,Mark Knight & Adrian Hour - Get Down,0.0483,"76,431",House,5,"[('House', 2.5), ('Tech House', 1.5), ('Progressive House', 1.0)]"
434,v,SBnxzXkc_qw,https://youtu.be/SBnxzXkc_qw,6:50,410,Andy C - Roll On RAMM12,0.0483,"75,777",Drum & Bass,5,"[('Drum & Bass', 4.5), ('Jungle', 0.5)]"
435,v,EM_mU78Bi5M,https://youtu.be/EM_mU78Bi5M,6:39,399,Richy Ahmed Ft. Kevin Knapp - The Drums (Original Mix),0.0483,"75,691",House,5,"[('House', 3.5), ('Tech House', 1.0)]"
436,v,ZhiJlcpaYDA,https://youtu.be/ZhiJlcpaYDA,7:26,446,JODECI: FREEK'N YOU (MK DUB) (1995),0.0483,"75,251",House,5,"[('House', 3.5), ('UK Garage', 1.0), ('Deep House', 0.5)]"
437,v,6WuuX7hTpf4,https://youtu.be/6WuuX7hTpf4,7:50,470,Riva Starr - Velvet Zone (Original Mix) [Snatch! Records],0.0483,"72,067",Tech House,5,"[('Tech House', 3.0), ('House', 2.0)]"
438,v,imlM-lW-KF0,https://youtu.be/imlM-lW-KF0,6:46,406,James Ruskin - After Dark [BP-R03],0.0483,"71,743",Techno,5,"[('Techno', 5.0)]"
439,v,QK8u1enRo0U,https://youtu.be/QK8u1enRo0U,6:12,372,Enrico Sangiuliano & Matt Sassari - Aries (Luigi Madonna Remix) [ALLEANZA],0.0483,"69,970",Tech House,5,"[('Tech House', 2.5), ('Techno', 2.0), ('House', 0.5)]"
440,v,CywhOTT5M4w,https://youtu.be/CywhOTT5M4w,6:06,366,ilan Bluestone & Grum - SOS,0.0483,"69,863",Progressive Trance,5,"[('Progressive Trance', 1.83), ('Trance', 1.33), ('Progressive House', 0.83), ('House', 0.67), ('Psytrance', 0.33)]"
441,v,YZqwEINfq48,https://youtu.be/YZqwEINfq48,6:59,419,Tiger Stripes - Keep A Movin' - DESOLAT 036,0.0483,"68,036",Tech House,5,"[('Tech House', 2.0), ('Techno', 1.0), ('House', 1.0), ('Deep House', 0.5), ('Minimal', 0.5)]"
442,v,BdJ5PgJ4RT0,https://youtu.be/BdJ5PgJ4RT0,7:03,423,Enrico Sangiuliano - Hook At The Border (Original Mix) [Tronic],0.0483,"67,516",Tech House,5,"[('Tech House', 2.83), ('Techno', 1.33), ('House', 0.83)]"
443,v,X7i1ldIPghI,https://youtu.be/X7i1ldIPghI,6:38,398,Giuseppe Ottaviani - Crossing Lights,0.0483,"63,920",Progressive Trance,5,"[('Trance', 2.33), ('Progressive Trance', 2.33), ('House', 0.33)]"
444,v,NW0H04iUxts,https://youtu.be/NW0H04iUxts,4:56,296,The Upbeats - One Step,0.0483,"63,348",Drum & Bass,5,"[('Drum & Bass', 4.0), ('Dubstep', 1.0)]"
445,v,-z5FVt5gYr4,https://youtu.be/-z5FVt5gYr4,4:36,276,Ferry Corsten - Diss! [Extended] OUT NOW,0.0483,"62,661",Progressive House,5,"[('Progressive House', 2.5), ('Trance', 1.0), ('Progressive Trance', 1.0), ('House', 0.5)]"
446,v,AgqaFle1SmQ,https://youtu.be/AgqaFle1SmQ,6:40,400,KiNK - Diversion (Original Mix),0.0483,"60,707",House,5,"[('House', 3.33), ('Tech House', 1.0), ('Deep House', 0.33), ('Vocal House', 0.33)]"
447,v,1qN3XXGrbF0,https://youtu.be/1qN3XXGrbF0,6:04,364,Gareth Emery - Long Way Home (Cosmic Gate Remix),0.0483,"60,555",Trance,5,"[('Trance', 2.17), ('Progressive Trance', 1.67), ('Progressive House', 1.17)]"
448,v,_c6k1qgAgqA,https://youtu.be/_c6k1qgAgqA,8:12,492,Jay Lumen - Horizon - Drumcode - DC159,0.0483,"58,507",Techno,5,"[('Techno', 4.0), ('Tech House', 1.0)]"
449,v,weuPzDZCNxk,https://youtu.be/weuPzDZCNxk,5:04,304,"Steve Angello , Matisse & Sadko - SLVR (Original Mix)",0.0483,"57,935",Progressive House,5,"[('Progressive House', 3.0), ('House', 2.0)]"
450,v,7B3r9c1iU9o,https://youtu.be/7B3r9c1iU9o,6:17,377,JES - Two Souls (Original Mix),0.0483,"57,604",Progressive Trance,5,"[('Progressive Trance', 2.0), ('Trance', 1.67), ('House', 0.67), ('Progressive House', 0.67)]"
451,v,WO-pBrxsa_8,https://youtu.be/WO-pBrxsa_8,5:37,337,"AN21, Dimitri Vangelis & Wyman - Rebel (Original Mix)",0.0483,"57,496",Progressive House,5,"[('Progressive House', 4.0), ('House', 1.0)]"
452,v,1dUsp8XDeFY,https://youtu.be/1dUsp8XDeFY,7:04,424,Paride Saraceni - Just For One Day [Tronic],0.0483,"56,106",Tech House,5,"[('Tech House', 3.17), ('House', 0.83), ('Techno', 0.33), ('Progressive House', 0.33), ('Minimal', 0.33)]"
453,v,lEVhakTG0FE,https://youtu.be/lEVhakTG0FE,6:26,386,Roberto Capuano - Drop (Original Mix) [ANALYTICTRAIL],0.0483,"55,017",Techno,5,"[('Techno', 3.5), ('Tech House', 1.5)]"
454,v,P39E3rjGPuA,https://youtu.be/P39E3rjGPuA,7:35,455,Floorplan - Ritual,0.0483,"54,773",House,5,"[('Tech House', 1.83), ('House', 1.83), ('Techno', 0.5), ('Deep House', 0.33)]"
455,v,8BXco8bf8xM,https://youtu.be/8BXco8bf8xM,7:28,448,&ME - Everless (Original Mix),0.0483,"53,377",House,5,"[('House', 3.0), ('Tech House', 1.0), ('Deep Tech House', 1.0)]"
456,v,afwETRDvK0E,https://youtu.be/afwETRDvK0E,7:19,439,Sean Tyas - Turbo (Original Mix),0.0483,"53,373",Trance,5,"[('Trance', 2.5), ('Tech House', 0.67), ('House', 0.67), ('Progressive Trance', 0.5), ('Techno', 0.33), ('Psytrance', 0.33)]"
457,v,_reElm4cPOY,https://youtu.be/_reElm4cPOY,7:15,435,Apache - Matrix,0.0483,"53,072",Drum & Bass,5,"[('Drum & Bass', 5.0)]"
458,v,EBU9qXUZTuo,https://youtu.be/EBU9qXUZTuo,6:57,417,Filterheadz - Flying Colours,0.0483,"52,247",House,5,"[('House', 2.0), ('Tech House', 1.0), ('Trance', 0.83), ('Progressive Trance', 0.83), ('Progressive House', 0.33)]"
459,v,UC8uVFi5jms,https://youtu.be/UC8uVFi5jms,7:14,434,Jewel Kid - 2005 (Original Mix) [Suara],0.0483,"51,867",House,5,"[('Tech House', 2.0), ('House', 2.0), ('Techno', 0.5), ('Progressive House', 0.5)]"
460,v,cVlBFAszEAE,https://youtu.be/cVlBFAszEAE,7:09,429,Jel Ford - Grand Union - Drumcode - DC129,0.0483,"51,621",Tech House,5,"[('Tech House', 2.5), ('Techno', 1.0), ('House', 0.33), ('Progressive House', 0.33), ('Trance', 0.33)]"
461,v,oFRE2KKreF8,https://youtu.be/oFRE2KKreF8,5:16,316,Bruno Mars - Locked Out Of Heaven (Paul Oakenfold Remix),0.0483,"51,099",Trance,5,"[('Trance', 2.5)]"
462,v,_pNglFJzs1U,https://youtu.be/_pNglFJzs1U,4:55,295,Destructo - Higher (Tommy Trash Remix),0.0483,"48,057",Progressive House,5,"[('Progressive House', 2.83), ('House', 0.83), ('Trance', 0.5), ('Progressive Trance', 0.5), ('Tech House', 0.33)]"
463,v,0U0fjNK7oPU,https://youtu.be/0U0fjNK7oPU,7:03,423,Solarstone - Solarcoaster (Protoculture Remix),0.0483,"47,925",Progressive Trance,5,"[('Trance', 2.5), ('Progressive Trance', 2.5)]"
464,v,77UR3LabhYE,https://youtu.be/77UR3LabhYE,4:39,279,Rockwell - Detroit (Original Mix),0.0483,"47,505",Drum & Bass,5,"[('Drum & Bass', 3.5), ('Dubstep', 1.5)]"
465,v,Jm2b31cBsiw,https://youtu.be/Jm2b31cBsiw,6:11,371,Gary Beck - Backward (Original Mix) [BEK AUDIO],0.0483,"47,018",Tech House,5,"[('Techno', 2.5), ('Tech House', 2.5)]"
466,v,xu4trnn2X-A,https://youtu.be/xu4trnn2X-A,5:01,301,DJ Hyperactive - Venus (Truncate Remix) [CLR],0.0483,"45,698",Tech House,5,"[('Techno', 1.75), ('Tech House', 1.75), ('House', 1.25), ('Minimal', 0.25)]"
467,v,3U1HVvW9EpY,https://youtu.be/3U1HVvW9EpY,6:29,389,UMEK - Shadow Tactics (Original Mix) [FORM Music],0.0483,"45,411",Techno,5,"[('Techno', 3.0), ('Tech House', 2.0)]"
468,v,XGqydwBHlqA,https://youtu.be/XGqydwBHlqA,6:31,391,Slam - Stepback,0.0483,"45,062",Techno,5,"[('Techno', 3.5), ('Tech House', 0.5), ('Industrial', 0.33), ('EBM', 0.33), ('Experimental', 0.33)]"
469,v,82__gmaSR5g,https://youtu.be/82__gmaSR5g,7:38,458,Gregor Tresher - About A Good Place (COR12098),0.0483,"44,548",Tech House,5,"[('Tech House', 3.0), ('House', 1.0), ('Techno', 0.5), ('Minimal', 0.5)]"
470,v,XFPtuFfT5D8,https://youtu.be/XFPtuFfT5D8,5:46,346,Dub Phizix - The Clock Ticks,0.0483,"44,322",Drum & Bass,5,"[('Drum & Bass', 5.0)]"
471,v,b7K-BB4AEM8,https://youtu.be/b7K-BB4AEM8,5:56,356,Timmo - Meteorite - Drumcode - DC194,0.0483,"41,423",Techno,5,"[('Techno', 3.5), ('Tech House', 1.5)]"
472,v,p357gRBIXqE,https://youtu.be/p357gRBIXqE,7:36,456,Alberto Ruiz & Hugo Bianco - Black Cat (Original Mix) [Suara],0.0483,"40,934",Tech House,5,"[('Tech House', 2.0), ('Techno', 1.5), ('Progressive House', 1.0), ('House', 0.5)]"
473,v,2SVsfAZNP28,https://youtu.be/2SVsfAZNP28,6:48,408,Dense & Pika - Edging Forward - Drumcode - DC155,0.0483,"40,546",Techno,5,"[('Techno', 3.33), ('Tech House', 1.33), ('House', 0.33)]"
474,v,p_u6lwPiAA4,https://youtu.be/p_u6lwPiAA4,5:34,334,Sonic Infusion  Unfuture - Mark Broom Repaint 1,0.0483,"40,126",Techno,5,"[('Techno', 3.5), ('Tech House', 0.5), ('House', 0.5), ('Trance', 0.5)]"
475,v,JLO16LD2lSE,https://youtu.be/JLO16LD2lSE,7:56,476,Boymerang - Still,0.0483,"40,124",Drum & Bass,5,"[('Drum & Bass', 5.0)]"
476,v,SKeNjTRhahQ,https://youtu.be/SKeNjTRhahQ,7:00,420,Goldie - Kemistry (Grooverider Remix),0.0483,"39,602",Drum & Bass,5,"[('Drum & Bass', 5.0)]"
477,v,J9Zag_Y1W0M,https://youtu.be/J9Zag_Y1W0M,11:09,669,Santos - Hold Home (MHR044),0.0483,"39,017",House,5,"[('Tech House', 2.33), ('House', 2.33), ('Minimal', 0.33)]"
478,v,XK0fDsKMlos,https://youtu.be/XK0fDsKMlos,5:35,335,Tom Staar & Ansolo - Totem (Original Mix),0.0483,"37,529",Progressive House,5,"[('Progressive House', 3.5), ('Progressive Trance', 1.0), ('Trance', 0.5)]"
479,v,FbCIIny23qY,https://youtu.be/FbCIIny23qY,7:10,430,Mario Ochoa - Strobe (Original Mix) - Noir Music,0.0483,"36,926",Techno,5,"[('Techno', 3.0), ('Tech House', 2.0)]"
480,v,0_ojYRVnnO4,https://youtu.be/0_ojYRVnnO4,5:48,348,Charles Fenckler - District Two,0.0483,"36,807",Techno,5,"[('Techno', 4.0), ('Tech House', 1.0)]"
481,v,ur0F1zuuDjE,https://youtu.be/ur0F1zuuDjE,7:13,433,"Rudosa, Hush & Sleep - Extinction",0.0483,"36,789",Techno,5,"[('Techno', 3.17), ('Tech House', 1.17), ('Acid Techno', 0.33), ('Hard House', 0.33)]"
482,v,J8P3M9iy8Kw,https://youtu.be/J8P3M9iy8Kw,6:32,392,Mark Knight & Alan Banjo - Bang! (Original Mix) [1605-211],0.0483,"36,585",Tech House,5,"[('Tech House', 2.17), ('House', 1.33), ('Trance', 0.67), ('Techno', 0.5), ('Progressive House', 0.33)]"
483,v,UA8MFS5o5BU,https://youtu.be/UA8MFS5o5BU,6:32,392,Adam Beyer & Layton Giordani & Green Velvet - Space Date (Pleasurekraft Remix) [DRUMCODE],0.0483,"35,213",Techno,5,"[('Techno', 4.5), ('Tech House', 0.5)]"
484,v,NhdiArNbOEM,https://youtu.be/NhdiArNbOEM,4:29,269,John B feat. Code 64 - The Journey (Metrik Remix),0.0483,"34,981",Drum & Bass,5,"[('Drum & Bass', 4.5)]"
485,v,MRRgXXq-0rc,https://youtu.be/MRRgXXq-0rc,6:53,413,Piatto - Work That (Original Mix) [1605-134] HD,0.0483,"34,251",House,5,"[('Tech House', 2.0), ('House', 2.0), ('Trance', 0.5)]"
486,v,jy1pGyvqHnE,https://youtu.be/jy1pGyvqHnE,7:50,470,Bart Skils - Black Vans (Original Mix) [Drumcode],0.0483,"33,728",Techno,5,"[('Techno', 3.0), ('Tech House', 2.0)]"
487,v,c5Lnc7YlPZ0,https://youtu.be/c5Lnc7YlPZ0,6:35,395,Roman Poncet - Walfisch (Original Mix) [ARTS],0.0483,"33,186",Techno,5,"[('Techno', 3.0), ('Tech House', 1.5), ('Acid', 0.5)]"
488,v,bBFpMyun3Tg,https://youtu.be/bBFpMyun3Tg,7:16,436,Ilario Alicante - Zenith,0.0483,"32,903",Techno,5,"[('Techno', 3.83), ('Tech House', 0.5), ('House', 0.33), ('Deep House', 0.33)]"
489,v,yPqZfpIkAWU,https://youtu.be/yPqZfpIkAWU,6:41,401,Roberto Capuano - Maison (Original Mix) [ANALYTICTRAIL],0.0483,"32,216",Tech House,5,"[('Tech House', 2.5), ('Techno', 2.0), ('Trance', 0.5)]"
490,x,PXoqNjgx05U,https://youtu.be/PXoqNjgx05U,4:04,244,Mark Reeve - Far Away (Original Mix Prev),0.0483,"32,199",Techno,5,"[('Techno', 3.83), ('Tech House', 0.5), ('House', 0.33), ('Progressive Trance', 0.33)]"
491,v,V9DQngAzi8c,https://youtu.be/V9DQngAzi8c,6:15,375,Slam - Parallel Phase,0.0483,"32,198",Techno,5,"[('Techno', 3.5), ('Tech House', 1.0), ('House', 0.5)]"
492,v,NkNDJfRP4D0,https://youtu.be/NkNDJfRP4D0,5:46,346,Paul Oakenfold - Shanghai Baby,0.0483,"31,514",Psytrance,5,"[('House', 1.67), ('Trance', 1.67), ('Psytrance', 1.67)]"
493,v,475l85XcGjI,https://youtu.be/475l85XcGjI,7:00,420,DBX - Losing Control,0.0483,"31,147",Techno,5,"[('Techno', 1.83), ('Tech House', 1.5), ('House', 1.0), ('IDM', 0.33), ('Experimental', 0.33)]"
494,v,l3eJbE6vESk,https://youtu.be/l3eJbE6vESk,8:26,506,Luna Semara - Mustafa,0.0483,"30,723",Tech House,5,"[('Tech House', 1.83), ('Deep Tech House', 1.0), ('Trance', 0.83), ('House', 0.5), ('Progressive Trance', 0.5), ('Progressive House', 0.33)]"
495,v,FNIlrhXA8xw,https://youtu.be/FNIlrhXA8xw,5:25,325,Emperor - Control VIP,0.0483,"30,306",Drum & Bass,5,"[('Drum & Bass', 5.0)]"
496,x,WQOXcNKUYYk,https://youtu.be/WQOXcNKUYYk,3:21,201,Truss - Brockweir Surgeon Rinse FM rip,0.0483,"30,098",Techno,5,"[('Techno', 4.5), ('Acid Techno', 0.5)]"
497,v,XS6-BYpemlc,https://youtu.be/XS6-BYpemlc,7:40,460,Marc Romboy - The Overture (Joey Beltram Remix) [Tronic],0.0483,"29,250",Tech House,5,"[('Tech House', 2.5), ('Techno', 2.0), ('House', 0.5)]"
498,v,AVvQHDz4mOc,https://youtu.be/AVvQHDz4mOc,10:05,605,"Energy 52 - Café del Mar (John ""00"" Fleming Remix)",0.0483,"29,081",Trance,5,"[('Trance', 4.5)]"
499,v,Wzb7H9A54Fk,https://youtu.be/Wzb7H9A54Fk,6:41,401,Jel Ford - Red Mist - Drumcode - DC145,0.0483,"28,876",Techno,5,"[('Techno', 2.5), ('Tech House', 2.0)]"
