index,ok,track_id,url,duration_str,duration,title,score,view_count,genre,num_mixes,genre_counts,beatport_genre,bpm,key,track_name,artist,length,beatport_url
559.0,v,ko1nlZKt-24,https://youtu.be/ko1nlZKt-24,7:04,424,Ben Sims - I Feel It Deep ( Sandwell District Remix )  ᴴᴰ,0.0483,"5,001",Techno,5,"[('Techno', 3.0), ('Tech House', 1.0), ('Deep Tech House', 1.0)]",Techno (Peak Time / Driving),128,Gb Minor,Fabric 73: Ben Sims,Ben Sims,70:13,https://www.beatport.com/track/Fabric%2073:%20Ben%20Sims/4898585
561.0,v,cwoON2Cef14,https://youtu.be/cwoON2Cef14,5:38,338,Terence Fixmer - Devil May Care,0.0483,"4,594",Techno,5,"[('Techno', 4.0), ('Tech House', 1.0)]",Techno (Raw / Deep / Hypnotic),127,G Major,Devil May Care,Terence Fixmer,5:38,https://www.beatport.com/track/Devil%20May%20Care/8182371
562.0,v,LYyLtNPaOlA,https://youtu.be/LYyLtNPaOlA,6:38,398,Loco & Jam - Grinder (Original Mix) [ALLEANZA],0.0483,"4,562",Tech House,5,"[('Tech House', 2.5), ('Techno', 2.0), ('House', 0.5)]",Techno (Peak Time / Driving),126,C Major,Grinder,Loco & Jam,6:40,https://www.beatport.com/track/Grinder/5927092
563.0,v,6-eaqmUzTa4,https://youtu.be/6-eaqmUzTa4,6:06,366,Antigone - Printer's Devil,0.0483,"4,498",Techno,5,"[('Techno', 5.0)]",Techno (Raw / Deep / Hypnotic),133,E Major,Printers Devil,Antigone,6:05,https://www.beatport.com/track/Printers%20Devil/7403933
565.0,v,elQQAb60Hic,https://youtu.be/elQQAb60Hic,7:12,432,Tom Hades - Love You (Original Mix) [Rhythm Converted],0.0483,"3,393",Tech House,5,"[('Techno', 2.5), ('Tech House', 2.5)]",Techno (Peak Time / Driving),126,G Minor,Love You,Tom Hades,7:10,https://www.beatport.com/track/Love%20You/5549457
566.0,v,BeqXGPIpZm0,https://youtu.be/BeqXGPIpZm0,6:12,372,Cari Lekebusch - Xylopeggiator (Original Mix),0.0483,"3,130",Techno,5,"[('Techno', 3.5), ('Tech House', 1.5)]",Techno (Peak Time / Driving),126,E Major,Xylopeggiator,Cari Lekebusch,6:09,https://www.beatport.com/track/Xylopeggiator/4122906
567.0,v,uRSpzDM1H98,https://youtu.be/uRSpzDM1H98,6:00,360,Las Salinas & Rodrigo Deem – Kunai (Original Mix),0.0483,"2,947",Trance,5,"[('Trance', 2.0), ('Progressive Trance', 1.67), ('Progressive House', 0.67), ('House', 0.33), ('Psytrance', 0.33)]",Trance (Main Floor),128,D Minor,Kunai,Las Salinas,5:52,https://www.beatport.com/track/Kunai/7558894
568.0,v,2Gaq1ENuzSE,https://youtu.be/2Gaq1ENuzSE,8:06,486,Mr. Pit - Space Toy,0.0483,"2,206",Trance,5,"[('Trance', 2.0), ('Tech House', 0.83), ('House', 0.67), ('Psytrance', 0.67), ('Progressive Trance', 0.5), ('Techno', 0.33)]",Trance (Main Floor),128,D Major,Space Toy,Mr. Pit,7:56,https://www.beatport.com/track/Space%20Toy/7927521
571.0,v,8_vdQtlEOmA,https://youtu.be/8_vdQtlEOmA,7:10,430,Mampi Swift - The 1,0.0483,"1,893",Drum & Bass,5,"[('Drum & Bass', 5.0)]",Drum & Bass,169,C Minor,The One,Mampi Swift,6:26,https://www.beatport.com/track/The%20One/10300267
572.0,v,g7qViXhnGiI,https://youtu.be/g7qViXhnGiI,6:29,389,Entroterra,0.0483,"1,893",Techno,5,"[('Techno', 3.33), ('Tech House', 1.33), ('House', 0.33)]",House,127,G Major,Entroterra,Francesco Di Carla,5:55,https://www.beatport.com/track/Entroterra/11227842
574.0,v,Fr0HQfYUbpM,https://youtu.be/Fr0HQfYUbpM,7:37,457,Hungry for Atmosphere,0.0483,"1,570",Drum & Bass,5,"[('Drum & Bass', 5.0)]",Drum & Bass,106,Bb Minor,Hungry for Atmosphere,DLR,7:37,https://www.beatport.com/track/Hungry%20for%20Atmosphere/5059078
575.0,v,xMnK2RSjhks,https://youtu.be/xMnK2RSjhks,5:53,353,Yotam Avni - This Is How (Sterac Remix) | Techno Station,0.0483,"1,554",Tech House,5,"[('Tech House', 2.33), ('House', 1.33), ('Techno', 1.0), ('Minimal', 0.33)]",Techno (Peak Time / Driving),128,C Minor,This Is How,Sterac,5:53,https://www.beatport.com/track/This%20Is%20How/7014180
576.0,v,MsfLgpmmFF4,https://youtu.be/MsfLgpmmFF4,6:18,378,Artefakt  - Sacrum,0.0483,"1,543",Techno,5,"[('Techno', 5.0)]",Techno (Raw / Deep / Hypnotic),127,D Minor,Sacrum,Artefakt,6:18,https://www.beatport.com/track/Sacrum/8372388
578.0,v,K14MUHk4KAM,https://youtu.be/K14MUHk4KAM,5:45,345,Bass - #GAAF,0.0483,"1,006",Progressive House,5,"[('Techno', 2.0), ('Progressive House', 2.0), ('House', 1.0)]",Techno (Peak Time / Driving),128,C Minor,#GAAF,Bass,6:32,https://www.beatport.com/track/#GAAF%2F9956941
579.0,v,qY5jSIECVlA,https://youtu.be/qY5jSIECVlA,6:27,387,"Chus, Ceballos, DJ Chus, Pablo Ceballos - Esvedra (Loco, Jam Remix)",0.0483,957,Tech House,5,"[('Tech House', 2.0), ('Techno', 1.0), ('Trance', 1.0), ('Progressive House', 0.67), ('House', 0.33)]",Techno (Peak Time / Driving),125,A Minor,Esvedra,Loco & Jam,6:27,https://www.beatport.com/track/Esvedra/7837368
580.0,v,XbqWfKHShpc,https://youtu.be/XbqWfKHShpc,6:03,363,Depths,0.0483,940,Drum & Bass,5,"[('Drum & Bass', 5.0)]",Techno (Raw / Deep / Hypnotic),139,B Minor,Depths,MATRiXXMAN,6:18,https://www.beatport.com/track/Depths/14799680
581.0,v,BLbeifl1Xwc,https://youtu.be/BLbeifl1Xwc,6:21,381,Petter B-Accent Pattern [Accent Pattern EP - BOND002],0.0483,911,Techno,5,"[('Techno', 4.0), ('Tech House', 0.5), ('Minimal', 0.5)]",Techno (Peak Time / Driving),128,F Major,Accent Pattern,Petter B,6:20,https://www.beatport.com/track/Accent%20Pattern/4795982
582.0,v,4kDae9BJZaY,https://youtu.be/4kDae9BJZaY,7:26,446,Titus,0.0483,646,Techno,5,"[('Techno', 3.0), ('Tech House', 2.0)]",Mainstage,125,D# Minor,Badboy feat. TITUS,Titus,3:17,https://www.beatport.com/track/Badboy%20feat.%20TITUS/14178250
583.0,v,ulPCpULLZvs,https://youtu.be/ulPCpULLZvs,7:02,422,Tom Hades - Matrix 001 [Rhythm Converted],0.0483,359,Tech House,5,"[('Techno', 2.5), ('Tech House', 2.5)]",Techno (Peak Time / Driving),127,Bb Minor,Matrix 001,Tom Hades,6:59,https://www.beatport.com/track/Matrix%20001/6075288
584.0,v,GuJQSAiODqI,https://youtu.be/GuJQSAiODqI,4:53,293,Madonna - Vogue (Official Video),0.04,"155,188,518",House,3,"[('House', 1.33), ('Tech House', 1.0), ('Drum & Bass', 0.33), ('Progressive House', 0.33)]",Dance / Electro Pop,116,Ab Minor,Vogue (Single Version),Madonna,4:20,https://www.beatport.com/track/Vogue%20(Single%20Version)/16840205
588.0,v,tTRO4B0ld7M,https://youtu.be/tTRO4B0ld7M,4:30,270,Calvin Harris - C.U.B.A. (Official Audio),0.034,"34,337,820",Progressive House,4,"[('Progressive House', 3.5), ('Progressive Trance', 0.5)]",Mainstage,128,F Major,C.U.B.A,Calvin Harris,4:28,https://www.beatport.com/track/C.U.B.A/5617115
589.0,v,ovDcLHa2L1o,https://youtu.be/ovDcLHa2L1o,4:38,278,Martin Garrix & Firebeatz - Helicopter (Original Mix),0.0336,"129,380,921",Progressive House,3,"[('Progressive House', 3.0)]",Mainstage,128,G Minor,Helicopter,Martin Garrix,3:26,https://www.beatport.com/track/Helicopter/5066270
591.0,v,KSGWsmR4ipM,https://youtu.be/KSGWsmR4ipM,7:24,444,New Order - Blue Monday lyrics,0.031,"23,178,967",Tech House,4,"[('Tech House', 1.33), ('Techno', 1.0), ('Electro', 0.5), ('Rave', 0.5), ('Deep House', 0.33), ('Deep Tech House', 0.33)]",Dance / Electro Pop,65,D Minor,Blue Monday,New Order,7:28,https://www.beatport.com/track/Blue%20Monday/9519315
593.0,v,IuVOibRdScs,https://youtu.be/IuVOibRdScs,6:02,362,Blasterjaxx & Badd Dimes - Titan (Original Mix),0.0301,"19,742,115",Progressive House,4,"[('Progressive House', 4.0)]",Mainstage,128,Eb Minor,Titan,Blasterjaxx,6:01,https://www.beatport.com/track/Titan/5094057
594.0,v,-cXMnZ2vrx8,https://youtu.be/-cXMnZ2vrx8,8:07,487,Three Drives - Greece 2000 (Original Mix),0.03,"19,363,758",Trance,4,"[('Trance', 1.5), ('House', 0.83), ('Progressive House', 0.83), ('Progressive Trance', 0.83)]",Melodic House & Techno,124,Ab Minor,Greece 2000,Three Drives On A Vinyl,5:17,https://www.beatport.com/track/Greece%202000/16745553
597.0,v,yvBK1rSUzTc,https://youtu.be/yvBK1rSUzTc,8:02,482,Liquid Soul & Vini Vici - Universe Inside Me,0.0293,"16,585,818",Trance,4,"[('Trance', 1.67), ('Psytrance', 1.17), ('House', 0.67), ('Progressive Trance', 0.5)]",Electronica,99,A Minor,Vini Vidi Vici,Vini Vidi Vici,3:45,https://www.beatport.com/track/Vini%20Vidi%20Vici/13739138
598.0,v,SlbVgjFvE3I,https://youtu.be/SlbVgjFvE3I,6:36,396,Peggy Gou - 'It Makes You Forget (Itgehane)',0.0286,"14,055,524",House,4,"[('House', 2.5), ('Deep House', 1.0), ('Vocal House', 0.5)]",Indie Dance,125,G Minor,It Makes You Forget (Itgehane),Peggy Gou,6:35,https://www.beatport.com/track/It%20Makes%20You%20Forget%20(Itgehane)/10192070
600.0,v,cqBjAjumna0,https://youtu.be/cqBjAjumna0,6:42,402,Technasia & Green Velvet - Suga (Extended Mix),0.0285,"13,599,714",House,4,"[('House', 2.5), ('Tech House', 1.5)]",Tech House,125,C Major,Suga,Technasia,6:41,https://www.beatport.com/track/Suga/6800712
602.0,v,1txVyyLkb6g,https://youtu.be/1txVyyLkb6g,5:59,359,Shiba San - OKAY,0.0275,"10,054,592",House,4,"[('House', 3.0), ('Drum & Bass', 0.5), ('Disco', 0.5)]",House,123,A Minor,OKAY,Shiba San,5:59,https://www.beatport.com/track/OKAY/6046813
603.0,v,QAR8cq5Bl94,https://youtu.be/QAR8cq5Bl94,7:44,464,MARSHALL JEFFERSON - MOVE YOUR BODY [The House Music Anthem],0.0273,"9,183,627",House,4,"[('House', 2.25), ('Tech House', 0.75), ('Progressive House', 0.5), ('Disco', 0.25), ('House (Old School)', 0.25)]",Tech House,125,E Minor,Move Your Body,Marshall Jefferson,6:13,https://www.beatport.com/track/Move%20Your%20Body/12635556
604.0,v,2hsoXTZbhBo,https://youtu.be/2hsoXTZbhBo,7:34,454,Enrico Sangiuliano - Moon Rocks [Drumcode],0.0272,"8,870,727",Techno,4,"[('Techno', 2.5), ('Tech House', 0.5), ('Trance', 0.5), ('Progressive Trance', 0.5)]",Techno (Peak Time / Driving),125,Eb Minor,Moon Rocks,Enrico Sangiuliano,7:33,https://www.beatport.com/track/Moon%20Rocks/8244937
605.0,v,WEGbZeaMvtg,https://youtu.be/WEGbZeaMvtg,5:15,315,W&W - Thunder (Original Mix),0.0271,"8,398,507",Progressive Trance,4,"[('Trance', 1.5), ('Progressive Trance', 1.5), ('Progressive House', 0.5)]",Mainstage,128,G Minor,Thunder,W&W,4:58,https://www.beatport.com/track/Thunder/4388181
606.0,v,T3zr1fk7iGw,https://youtu.be/T3zr1fk7iGw,5:38,338,Blasterjaxx - Mystica (Original mix),0.027,"8,054,158",Progressive House,4,"[('Progressive House', 3.0), ('Trance', 0.5), ('Progressive Trance', 0.5)]",Mainstage,128,A Minor,Mystica,Blasterjaxx,5:38,https://www.beatport.com/track/Mystica/4996389
607.0,v,-kLvsKZMLh4,https://youtu.be/-kLvsKZMLh4,6:29,389,Rebuke - Along Came Polly,0.0269,"7,895,964",Techno,4,"[('Techno', 2.0), ('Tech House', 1.0), ('Progressive House', 1.0)]",Tech House,124,G Minor,Along Came Polly,Rebuke,6:29,https://www.beatport.com/track/Along%20Came%20Polly/11274663
610.0,v,KRH05Nq_JI0,https://youtu.be/KRH05Nq_JI0,6:32,392,Hardrive - Deep Inside,0.0267,"7,140,875",House,4,"[('House', 3.5), ('Disco', 0.5)]",House,124,D Major,Deep Inside,Hardrive,6:30,https://www.beatport.com/track/Deep%20Inside/9535291
611.0,v,n4Hh2G_Ygh8,https://youtu.be/n4Hh2G_Ygh8,7:57,477,Push - Strange World (2000 Remake),0.0265,"6,259,097",Trance,4,"[('Trance', 3.0), ('Progressive Trance', 0.5)]",Trance (Main Floor),139,B Minor,Strange World,Push,7:57,https://www.beatport.com/track/Strange%20World/2083613
612.0,v,zDV_dBYp4h0,https://youtu.be/zDV_dBYp4h0,7:52,472,Mr. Flagio - Take a Chance (Italo-disco 1983),0.0265,"6,219,201",House,4,"[('House', 1.83), ('Pop', 1.0), ('Disco', 0.83), ('Synth Pop', 0.33)]",Indie Dance,120,B Minor,1983,Tony Disco,4:48,https://www.beatport.com/track/1983/11821355
613.0,v,7bQwn6FwakY,https://youtu.be/7bQwn6FwakY,5:19,319,W&W & Ummet Ozcan - The Code (Original Mix) - OUT NOW!,0.0265,"6,206,469",Progressive House,4,"[('Progressive House', 3.0), ('House', 1.0)]",Mainstage,128,G Major,The Code,Ummet Ozcan,5:14,https://www.beatport.com/track/The%20Code/4095815
615.0,v,H3RZ8rJqsZg,https://youtu.be/H3RZ8rJqsZg,5:12,312,Blasterjaxx - Fifteen (Hardwell Edit) - [OUT NOW!],0.0264,"5,824,109",Progressive House,4,"[('Progressive House', 3.5), ('Progressive Trance', 0.5)]",Mainstage,128,E Major,Fifteen,Blasterjaxx,5:07,https://www.beatport.com/track/Fifteen/4681409
616.0,v,82NUfPBHxYs,https://youtu.be/82NUfPBHxYs,7:09,429,Liem - If Only (Lehult),0.0263,"5,399,557",House,4,"[('House', 2.33), ('Deep House', 1.33), ('Techno', 0.33)]",Deep House,126,A Minor,If Only I Could feat. Steve Lucas,Liem,7:06,https://www.beatport.com/track/If%20Only%20I%20Could%20feat.%20Steve%20Lucas/7733640
617.0,v,cVHK29YH6pA,https://youtu.be/cVHK29YH6pA,6:40,400,Roberto Surace - Joys (Extended Mix),0.0261,"4,823,765",House,4,"[('Tech House', 1.83), ('House', 1.83), ('Deep House', 0.33)]",House,125,G Major,Joys,Roberto Surace,6:39,https://www.beatport.com/track/Joys/12279589
618.0,v,TEtBg6od_mA,https://youtu.be/TEtBg6od_mA,9:09,549,Dustin Zahn - Stranger to stability (Len Faki's Podium rmx) - REKD001,0.0259,"4,127,347",Tech House,4,"[('Techno', 1.33), ('Tech House', 1.33), ('Trance', 1.0), ('Progressive House', 0.33)]",Techno (Peak Time / Driving),125,A Major,Stranger (To Stability),Len Faki,9:07,https://www.beatport.com/track/Stranger%20(To%20Stability)/12528206
619.0,v,Q5nYKMuRoUE,https://youtu.be/Q5nYKMuRoUE,5:58,358,MOGUAI - ACIIID (Original Mix),0.0259,"4,046,455",Progressive House,4,"[('Progressive House', 3.5), ('Progressive Trance', 0.5)]",Mainstage,129,G# Major,ACIIID,MOGUAI,5:58,https://www.beatport.com/track/ACIIID/5409279
620.0,v,5Xiu1DPhQuI,https://youtu.be/5Xiu1DPhQuI,5:20,320,W&W & Blasterjaxx - Rocket (OUT NOW!),0.0257,"3,351,721",Progressive House,4,"[('Progressive House', 3.5), ('House', 0.5)]",Mainstage,128,Eb Major,Rocket,Blasterjaxx,5:15,https://www.beatport.com/track/Rocket/5361730
621.0,v,Nsct-e-HVE0,https://youtu.be/Nsct-e-HVE0,8:07,487,Plastikman - Spastik,0.0257,"3,202,751",Techno,4,"[('Techno', 1.5), ('Tech House', 1.0), ('House', 1.0), ('Trance', 0.5)]",Techno (Peak Time / Driving),130,Bb Minor,Spastik,Plastikman,0:28,https://www.beatport.com/track/Spastik/13784315
622.0,v,ANP_BkWVkLI,https://youtu.be/ANP_BkWVkLI,6:31,391,Justin Martin - Don't Go (Dusky Remix),0.0257,"3,130,827",House,4,"[('House', 4.0)]",Deep House,123,D Minor,Don't Go,Justin Martin,6:30,https://www.beatport.com/track/Don't%20Go/17062700
623.0,v,08Lfn2sYQQo,https://youtu.be/08Lfn2sYQQo,9:49,589,deadmau5 - Saved,0.0257,"3,081,182",Deep Tech House,4,"[('Deep Tech House', 1.0), ('Trance', 0.92), ('Tech House', 0.58), ('Progressive House', 0.58), ('Progressive Trance', 0.58), ('Techno', 0.33)]",Progressive House,128,Gb Minor,Saved,deadmau5,9:48,https://www.beatport.com/track/Saved/8338782
625.0,v,mJfNjfYbmQo,https://youtu.be/mJfNjfYbmQo,8:24,504,Guy Gerber - What To Do (&ME Remix),0.0256,"2,965,430",Progressive House,4,"[('Progressive House', 2.0), ('Deep House', 0.83), ('House', 0.5), ('Tech House', 0.33), ('Deep Tech House', 0.33)]",Melodic House & Techno,122,C Minor,What To Do,Guy Gerber,8:24,https://www.beatport.com/track/What%20To%20Do/11128941
626.0,v,NZgruPVtKDA,https://youtu.be/NZgruPVtKDA,8:54,534,Enrico Sangiuliano - Symbiosis [III - Metamorphosis] [Drumcode],0.0256,"2,892,678",Techno,4,"[('Techno', 4.0)]",Techno (Peak Time / Driving),128,Ab Minor,Symbiosis,Enrico Sangiuliano,8:53,https://www.beatport.com/track/Symbiosis/10549238
630.0,v,S1vbiTZq0DY,https://youtu.be/S1vbiTZq0DY,7:46,466,Kölsch - Goldfisch (Original Mix),0.0255,"2,414,567",House,4,"[('Tech House', 1.5), ('House', 1.5), ('Techno', 0.5)]",Techno (Peak Time / Driving),124,F Major,Goldfisch,Kolsch,7:45,https://www.beatport.com/track/Goldfisch/4414655
631.0,v,YkkVIwbJgH4,https://youtu.be/YkkVIwbJgH4,8:25,505,IV46 Agoria - Scala (Scala EP),0.0255,"2,334,157",House,4,"[('House', 2.5), ('Tech House', 1.0), ('Deep House', 0.5)]",Deep House,124,D Minor,Scala,Agoria,8:22,https://www.beatport.com/track/Scala/4679259
632.0,v,pgL-4m1p330,https://youtu.be/pgL-4m1p330,5:54,354,Lane 8 - Diamonds feat. Solomon Grey,0.0254,"2,218,644",House,4,"[('House', 2.67), ('Progressive House', 0.67), ('Progressive Trance', 0.67)]",Deep House,120,F Major,Diamonds feat. Solomon Grey,Lane 8,5:54,https://www.beatport.com/track/Diamonds%20feat.%20Solomon%20Grey/5991076
634.0,v,NCM0LqEOdbU,https://youtu.be/NCM0LqEOdbU,4:30,270,Route 94 - My Love (Ft. Jess Glynne) (Sigma Remix),0.0254,"2,151,556",Drum & Bass,4,"[('Drum & Bass', 2.5), ('Dubstep', 1.0), ('House', 0.5)]",[-] error : statue code 403,[-] error : statue code 403,[-] error : statue code 403,[-] error : statue code 403,[-] error : statue code 403,[-] error : statue code 403,[-] error : statue code 403
635.0,v,uEhge2_L9tI,https://youtu.be/uEhge2_L9tI,8:50,530,Todd Terje - Strandbar (Disko Version) [HD],0.0254,"2,149,336",House,4,"[('House', 2.67), ('Drum & Bass', 0.33), ('Progressive House', 0.33), ('Disco', 0.33), ('Soul', 0.33)]",Nu Disco / Disco,122,D Minor,Strandbar,Todd Terje,8:47,https://www.beatport.com/track/Strandbar/4423896
636.0,v,8GTx4BUFAFg,https://youtu.be/8GTx4BUFAFg,9:02,542,Liquid Soul & Zyce Feat. Solar Kid - Anjuna (Symbolic & Outsiders Remix),0.0254,"2,018,917",Psytrance,4,"[('Trance', 1.67), ('Psytrance', 1.67), ('Tech House', 0.33), ('Progressive Trance', 0.33)]",Psy-Trance,140,G# Major,Anjuna Feat. Solar Kid,Symbolic,9:01,https://www.beatport.com/track/Anjuna%20Feat.%20Solar%20Kid/8816657
637.0,v,bPvoxu2TG1U,https://youtu.be/bPvoxu2TG1U,7:30,450,Introversion - Dystopia,0.0254,"1,987,195",Techno,4,"[('Techno', 3.0), ('Tech House', 1.0)]",Techno (Raw / Deep / Hypnotic),130,E Minor,Dystopia,Introversion,7:29,https://www.beatport.com/track/Dystopia/9278165
638.0,v,KQ39LfaDDnw,https://youtu.be/KQ39LfaDDnw,8:40,520,Pan-Pot - Funke,0.0253,"1,789,892",Techno,4,"[('Techno', 4.0)]",Techno (Peak Time / Driving),98,D Minor,Funke,Pan-Pot,8:32,https://www.beatport.com/track/Funke/10472188
639.0,v,XGYIQuWTgaI,https://youtu.be/XGYIQuWTgaI,6:04,364,Slam - Vapour,0.0253,"1,773,513",Techno,4,"[('Techno', 2.83), ('Tech House', 0.83), ('House', 0.33)]",Techno (Peak Time / Driving),129,G Minor,Vapour,Slam,6:03,https://www.beatport.com/track/Vapour/8928678
640.0,v,4o4joooH5tg,https://youtu.be/4o4joooH5tg,7:14,434,DJ Misjah & DJ Tim  - Access,0.0253,"1,749,135",Techno,4,"[('Techno', 3.5), ('Trance', 0.5)]",Trance (Main Floor),141,A Major,Access,DJ Misjah & DJ Tim,7:04,https://www.beatport.com/track/Access/9090523
641.0,v,eq0xP1aL9-U,https://youtu.be/eq0xP1aL9-U,11:32,692,deadmau5 feat. Grabbitz - Let Go (Extended Edit),0.0253,"1,741,970",Trance,4,"[('Trance', 1.67), ('Progressive Trance', 1.0), ('Tech House', 0.33), ('House', 0.33), ('Progressive House', 0.33), ('Psytrance', 0.33)]",Dance / Electro Pop,156,C Major,Let Go feat. Grabbitz,deadmau5,5:37,https://www.beatport.com/track/Let%20Go%20feat.%20Grabbitz/10026115
642.0,v,8bodm7vspZE,https://youtu.be/8bodm7vspZE,7:54,474,Alan Fitzpatrick - Turn Down The Lights [Drumcode],0.0253,"1,666,426",Tech House,4,"[('Techno', 2.0), ('Tech House', 2.0)]",Tech House,124,Eb Minor,Turn Down the Lights,Alan Fitzpatrick,7:53,https://www.beatport.com/track/Turn%20Down%20the%20Lights/5917332
643.0,v,2ytZoGTUYQE,https://youtu.be/2ytZoGTUYQE,4:56,296,MOTi - Lion (In My Head) [Original Mix],0.0253,"1,645,495",Progressive House,4,"[('Progressive House', 3.0), ('Trance', 0.5), ('Progressive Trance', 0.5)]",Electronica,122,Bb Minor,In My Head (On My Mind),MOTi,3:25,https://www.beatport.com/track/In%20My%20Head%20(On%20My%20Mind)/15100891
644.0,v,6Dv1xsyiQS4,https://youtu.be/6Dv1xsyiQS4,7:02,422,George Morel - Let's groove,0.0252,"1,565,379",UK Garage,4,"[('Tech House', 1.0), ('House', 1.0), ('UK Garage', 1.0), ('Deep House', 0.5)]",House,125,A Minor,Let's Groove,George Morel,6:57,https://www.beatport.com/track/Let's%20Groove/9812064
645.0,v,a5meT63flnM,https://youtu.be/a5meT63flnM,4:43,283,Origin Unknown - Valley Of The Shadows ᴴᴰ,0.0252,"1,543,720",Drum & Bass,4,"[('Drum & Bass', 2.5)]",Drum & Bass,160,D Minor,Valley Of The Shadows,Origin Unknown,4:40,https://www.beatport.com/track/Valley%20Of%20The%20Shadows/10019206
647.0,v,AW7O0KFpVX4,https://youtu.be/AW7O0KFpVX4,5:50,350,Afrojack - Musician (Audio),0.0252,"1,460,562",Progressive House,4,"[('Progressive House', 4.0)]",Mainstage,128,G Minor,Musician,Afrojack,5:49,https://www.beatport.com/track/Musician/5154239
648.0,v,u5VYDvZT3c8,https://youtu.be/u5VYDvZT3c8,4:08,248,Jonas Rathsman - Wolfsbane,0.0252,"1,419,038",House,4,"[('House', 3.0), ('Disco', 1.0)]",Deep House,122,Bb Minor,Wolfsbane,Jonas Rathsman,7:30,https://www.beatport.com/track/Wolfsbane/6422443
649.0,v,v1S_Ih8RMJA,https://youtu.be/v1S_Ih8RMJA,6:32,392,Armin van Buuren - Pulsar,0.0252,"1,414,119",Progressive Trance,4,"[('Progressive Trance', 2.0), ('Trance', 1.5), ('Progressive House', 0.5)]",Trance (Main Floor),130,Db Minor,Pulsar,Armin van Buuren,6:31,https://www.beatport.com/track/Pulsar/4332586
650.0,v,lMdWIilg418,https://youtu.be/lMdWIilg418,7:13,433,Enrico Sangiuliano - Blooming Era [Drumcode],0.0252,"1,400,610",Techno,4,"[('Techno', 2.83), ('Tech House', 0.83), ('House', 0.33)]",Techno (Peak Time / Driving),126,F Minor,Blooming Era,Enrico Sangiuliano,7:12,https://www.beatport.com/track/Blooming%20Era/9460136
652.0,v,HhmwXpeledY,https://youtu.be/HhmwXpeledY,6:20,380,"Green Velvet, Harvard Bass - Lazer Beams (Original Mix) [Relief Records]",0.0252,"1,317,501",Progressive House,4,"[('Progressive House', 1.33), ('Tech House', 0.58), ('Electro', 0.5), ('Techno', 0.33), ('House', 0.25), ('Disco', 0.25), ('House (Old School)', 0.25)]",Techno (Peak Time / Driving),127,B Major,Lazer Beams,Green Velvet,6:19,https://www.beatport.com/track/Lazer%20Beams/3814472
653.0,v,6r-xHryJlnk,https://youtu.be/6r-xHryJlnk,4:41,281,Sandro Silva - Payback [OUT NOW!],0.0252,"1,314,636",Progressive House,4,"[('Progressive House', 3.5), ('House', 0.5)]",Mainstage,128,Gb Minor,Payback,Sandro Silva,4:37,https://www.beatport.com/track/Payback/4873286
654.0,v,WwHNj5IXphE,https://youtu.be/WwHNj5IXphE,7:13,433,Yotto - Wondering feat CAPS,0.0252,"1,296,008",Progressive House,4,"[('House', 1.0), ('Progressive House', 1.0), ('Trance', 0.83), ('Progressive Trance', 0.83), ('Deep House', 0.33)]",Deep House,120,E Major,Wondering feat. CAPS,Yotto,7:13,https://www.beatport.com/track/Wondering%20feat.%20CAPS/7011431
655.0,v,ADP8dYBE6so,https://youtu.be/ADP8dYBE6so,6:34,394,Dannic & Sick Individuals - Blueprint [OUT NOW!],0.0251,"1,206,854",Progressive House,4,"[('Progressive House', 3.0), ('Trance', 0.5), ('Progressive Trance', 0.5)]",Mainstage,128,G Major,Blueprint,SICK INDIVIDUALS,6:30,https://www.beatport.com/track/Blueprint/4824013
658.0,v,xhSB_6EQ0DM,https://youtu.be/xhSB_6EQ0DM,7:39,459,Ecstasy club- Jesus loves the acid,0.0251,"1,094,105",Acid,4,"[('Acid', 1.5), ('Techno', 0.5), ('Tech House', 0.5), ('Electro', 0.5), ('Acid House', 0.5)]",House,131,B Minor,Jesus Loves The Acid,Ecstasy Club,7:44,https://www.beatport.com/track/Jesus%20Loves%20The%20Acid/12208264
659.0,v,sYjBF0buFbM,https://youtu.be/sYjBF0buFbM,5:13,313,Insideinfo & Mefjus - Mythos,0.0251,"1,007,148",Drum & Bass,4,"[('Drum & Bass', 4.0)]",Drum & Bass,107,Gb Major,Mythos,Mefjus,5:12,https://www.beatport.com/track/Mythos/4339471
660.0,v,8adERAmD0a0,https://youtu.be/8adERAmD0a0,4:02,242,Firebeatz - Max Ammo (Original Mix),0.0251,"1,006,573",Progressive House,4,"[('Progressive House', 4.0)]",Mainstage,128,E Minor,Max Ammo,Firebeatz,4:01,https://www.beatport.com/track/Max%20Ammo/4984121
661.0,v,200tmiDdht0,https://youtu.be/200tmiDdht0,5:08,308,Outlander - Vamp  -  R&S Records Classics,0.0251,"970,367",Rave,4,"[('Rave', 1.17), ('House (Old School)', 0.67), ('Breakbeat', 0.67), ('Techno', 0.5), ('Tech House', 0.33), ('Acid', 0.33), ('Breakbeat Hardcore', 0.17), ('Happy Hardcore', 0.17)]",Techno (Peak Time / Driving),127,B Major,Vamp,Outlander,5:07,https://www.beatport.com/track/Vamp/1139308
